"Description","StockCode","Year","MonthNum","Quantity_Sold","Revenue","Avg_Price","Orders","abc_class","lag1_qty","lag2_qty","roll3_avg","Log_Quantity"
"IVORY ENCHANTED FOREST PLACEMAT","85114B",2011,11,23,37.95,1.65,5,"C",22,94,46.3333333333333,3.17805383034795
"IVORY ENCHANTED FOREST PLACEMAT","85114B",2011,12,9,14.85,1.65,3,"C",23,22,18,2.30258509299405
"IVORY GIANT GARDEN THERMOMETER","22926",2011,2,124,701.8,5.92297297297297,37,"A",85,90,99.6666666666667,4.8283137373023
"IVORY GIANT GARDEN THERMOMETER","22926",2011,3,127,719.65,5.91875,32,"A",124,85,112,4.85203026391962
"IVORY GIANT GARDEN THERMOMETER","22926",2011,4,99,589.05,5.95,35,"A",127,124,116.666666666667,4.60517018598809
"IVORY GIANT GARDEN THERMOMETER","22926",2011,5,41,243.95,5.95,17,"A",99,127,89,3.73766961828337
"IVORY GOLD METAL BAG CHARM","90049",2011,11,1,9.96,9.96,1,"C",1,3,1.66666666666667,0.693147180559945
"IVORY HANGING DECORATION  BIRD","21389",2011,2,154,130.9,0.85,11,"B",170,14,112.666666666667,5.04342511691925
"IVORY HANGING DECORATION  BIRD","21389",2011,3,308,261.8,0.85,32,"B",154,170,210.666666666667,5.73334127689775
"IVORY HANGING DECORATION  BIRD","21389",2011,4,153,130.05,0.85,17,"B",308,154,205,5.03695260241363
"IVORY HANGING DECORATION  BIRD","21389",2011,5,43,36.55,0.85,4,"B",153,308,168,3.78418963391826
"IVORY HANGING DECORATION  BIRD","21389",2011,6,24,20.4,0.85,2,"B",43,153,73.3333333333333,3.2188758248682
"IVORY HANGING DECORATION  BIRD","21389",2011,7,44,37.4,0.85,3,"B",24,43,37,3.80666248977032
"IVORY HANGING DECORATION  BIRD","21389",2011,8,33,28.05,0.85,3,"B",44,24,33.6666666666667,3.52636052461616
"IVORY HANGING DECORATION  BIRD","21389",2011,9,30,25.5,0.85,3,"B",33,44,35.6666666666667,3.43398720448515
"IVORY HANGING DECORATION  BIRD","21389",2011,10,6,5.1,0.85,1,"B",30,33,23,1.94591014905531
"IVORY HANGING DECORATION  BIRD","21389",2011,11,22,18.7,0.85,4,"B",6,30,19.3333333333333,3.13549421592915
"IVORY HANGING DECORATION  BIRD","21389",2011,12,14,11.9,0.85,2,"B",22,6,14,2.70805020110221
"IVORY HANGING DECORATION  EGG","21386",2011,2,50,42.5,0.85,4,"C",24,12,28.6666666666667,3.93182563272433
"IVORY HANGING DECORATION  EGG","21386",2011,3,53,45.05,0.85,7,"C",50,24,42.3333333333333,3.98898404656427
"IVORY HANGING DECORATION  EGG","21386",2011,4,46,39.1,0.85,6,"C",53,50,49.6666666666667,3.85014760171006
"IVORY HANGING DECORATION  EGG","21386",2011,6,118,22.42,0.19,7,"C",46,53,72.3333333333333,4.77912349311153
"IVORY HANGING DECORATION  EGG","21386",2011,7,76,14.44,0.19,4,"C",118,46,80,4.34380542185368
"IVORY HANGING DECORATION  EGG","21386",2011,8,24,4.56,0.19,1,"C",76,118,72.6666666666667,3.2188758248682
"IVORY HANGING DECORATION  EGG","21386",2011,9,24,4.56,0.19,1,"C",24,76,41.3333333333333,3.2188758248682
"IVORY HANGING DECORATION  EGG","21386",2011,10,110,20.9,0.19,7,"C",24,24,52.6666666666667,4.70953020131233
"IVORY HANGING DECORATION  EGG","21386",2011,11,76,14.44,0.19,5,"C",110,24,70,4.34380542185368
"IVORY HANGING DECORATION  EGG","21386",2011,12,76,14.44,0.19,2,"C",76,110,87.3333333333333,4.34380542185368
"IVORY HANGING DECORATION  HEART","21385",2011,2,257,218.45,0.85,19,"A",495,199,317,5.55295958492162
"IVORY HANGING DECORATION  HEART","21385",2011,3,513,436.05,0.85,26,"A",257,495,421.666666666667,6.24222326545517
"IVORY HANGING DECORATION  HEART","21385",2011,4,333,283.05,0.85,27,"A",513,257,367.666666666667,5.8111409929767
"IVORY HANGING DECORATION  HEART","21385",2011,5,499,386.71,0.842352941176471,17,"A",333,513,448.333333333333,6.21460809842219
"IVORY HANGING DECORATION  HEART","21385",2011,6,405,306.81,0.84,12,"A",499,333,412.333333333333,6.00635315960173
"IVORY HANGING DECORATION  HEART","21385",2011,7,170,144.5,0.85,13,"A",405,499,358,5.14166355650266
"IVORY HANGING DECORATION  HEART","21385",2011,8,113,96.05,0.85,7,"A",170,405,229.333333333333,4.7361984483945
"IVORY HANGING DECORATION  HEART","21385",2011,9,190,163.06,0.91,13,"A",113,170,157.666666666667,5.25227342804663
"IVORY HANGING DECORATION  HEART","21385",2011,10,232,197.98,0.895882352941176,17,"A",190,113,178.333333333333,5.4510384535657
"IVORY HANGING DECORATION  HEART","21385",2011,11,110,94.28,0.905714285714286,14,"A",232,190,177.333333333333,4.70953020131233
"IVORY HANGING DECORATION  HEART","21385",2011,12,42,35.7,0.85,5,"A",110,232,128,3.76120011569356
"IVORY KITCHEN SCALES","22624",2011,2,171,1371.9,8.415,50,"A",106,125,134,5.14749447681345
"IVORY KITCHEN SCALES","22624",2011,3,96,779.45,8.47166666666667,30,"A",171,106,124.333333333333,4.57471097850338
"IVORY KITCHEN SCALES","22624",2011,4,6,47.6,8.21666666666667,3,"A",96,171,91,1.94591014905531
"IVORY KITCHEN SCALES","22624",2011,5,90,734.4,8.398,25,"A",6,96,64,4.51085950651685
"IVORY KITCHEN SCALES","22624",2011,6,237,1926.1,8.42388059701493,67,"A",90,6,111,5.47227067367148
"IVORY KITCHEN SCALES","22624",2011,7,115,945.2,8.45641025641026,39,"A",237,90,147.333333333333,4.75359019110636
"IVORY KITCHEN SCALES","22624",2011,8,188,1530,8.40727272727273,55,"A",115,237,180,5.24174701505964
"IVORY KITCHEN SCALES","22624",2011,9,228,1882.86,8.56569444444444,72,"A",188,115,177,5.43372200355424
"IVORY KITCHEN SCALES","22624",2011,10,201,1742.94,8.99135802469136,81,"A",228,188,205.666666666667,5.30826769740121
"IVORY KITCHEN SCALES","22624",2011,11,147,1298.28,8.93945945945946,74,"A",201,228,192,4.99721227376411
"IVORY KITCHEN SCALES","22624",2011,12,55,457.3,8.46458333333333,24,"A",147,201,134.333333333333,4.02535169073515
"IVORY KNITTED MUG COSY","22310",2011,2,50,72.5,1.45,1,"B",25,112,62.3333333333333,3.93182563272433
"IVORY KNITTED MUG COSY","22310",2011,3,12,19.8,1.65,2,"B",50,25,29,2.56494935746154
"IVORY KNITTED MUG COSY","22310",2011,6,2,3.3,1.65,2,"B",12,50,21.3333333333333,1.09861228866811
"IVORY KNITTED MUG COSY","22310",2011,7,39,64.35,1.65,6,"B",2,12,17.6666666666667,3.68887945411394
"IVORY KNITTED MUG COSY","22310",2011,9,45,75.89,2.06,4,"B",39,2,28.6666666666667,3.8286413964891
"IVORY KNITTED MUG COSY","22310",2011,10,21,33.89,1.89,6,"B",45,39,35,3.09104245335832
"IVORY KNITTED MUG COSY","22310",2011,11,215,334.59,1.87,13,"B",21,45,93.6666666666667,5.37527840768417
"IVORY KNITTED MUG COSY","22310",2011,12,10,21.42,2.19666666666667,3,"B",215,21,82,2.39789527279837
"IVORY LOVE BIRD CANDLE","85169A",2011,2,18,22.5,1.25,3,"C",110,184,104,2.94443897916644
"IVORY LOVE BIRD CANDLE","85169A",2011,3,34,42.5,1.25,4,"C",18,110,54,3.55534806148941
"IVORY LOVE BIRD CANDLE","85169A",2011,4,14,17.5,1.25,2,"C",34,18,22,2.70805020110221
"IVORY LOVE BIRD CANDLE","85169A",2011,5,2,2.5,1.25,2,"C",14,34,16.6666666666667,1.09861228866811
"IVORY LOVE BIRD CANDLE","85169A",2011,6,3,3.75,1.25,1,"C",2,14,6.33333333333333,1.38629436111989
"IVORY LOVE BIRD CANDLE","85169A",2011,7,30,37.5,1.25,3,"C",3,2,11.6666666666667,3.43398720448515
"IVORY LOVE BIRD CANDLE","85169A",2011,8,20,25,1.25,3,"C",30,3,17.6666666666667,3.04452243772342
"IVORY LOVE BIRD CANDLE","85169A",2011,9,48,60,1.25,4,"C",20,30,32.6666666666667,3.89182029811063
"IVORY LOVE BIRD CANDLE","85169A",2011,10,10,14.92,1.5525,4,"C",48,20,26,2.39789527279837
"IVORY LOVE BIRD CANDLE","85169A",2011,11,28,35,1.25,5,"C",10,48,28.6666666666667,3.36729582998647
"IVORY LOVE BIRD CANDLE","85169A",2011,12,1,1.25,1.25,1,"C",28,10,13,0.693147180559945
"IVORY PAPER CUP CAKE CASES","21215",2011,2,26,14.3,0.55,2,"C",10,151,62.3333333333333,3.29583686600433
"IVORY PAPER CUP CAKE CASES","21215",2011,3,125,68.75,0.55,9,"C",26,10,53.6666666666667,4.83628190695148
"IVORY PAPER CUP CAKE CASES","21215",2011,4,39,21.45,0.55,9,"C",125,26,63.3333333333333,3.68887945411394
"IVORY PAPER CUP CAKE CASES","21215",2011,5,30,16.5,0.55,4,"C",39,125,64.6666666666667,3.43398720448515
"IVORY PAPER CUP CAKE CASES","21215",2011,6,53,29.15,0.55,5,"C",30,39,40.6666666666667,3.98898404656427
"IVORY PAPER CUP CAKE CASES","21215",2011,7,74,40.7,0.55,4,"C",53,30,52.3333333333333,4.31748811353631
"IVORY PAPER CUP CAKE CASES","21215",2011,8,124,68.2,0.55,6,"C",74,53,83.6666666666667,4.8283137373023
"IVORY PAPER CUP CAKE CASES","21215",2011,9,80,44,0.55,7,"C",124,74,92.6666666666667,4.39444915467244
"IVORY PAPER CUP CAKE CASES","21215",2011,10,124,68.2,0.55,5,"C",80,124,109.333333333333,4.8283137373023
"IVORY PAPER CUP CAKE CASES","21215",2011,11,29,15.95,0.55,4,"C",124,80,77.6666666666667,3.40119738166216
"IVORY PAPER CUP CAKE CASES","21215",2011,12,1,0.55,0.55,1,"C",29,124,51.3333333333333,0.693147180559945
"IVORY PILLAR CANDLE GOLD FLOCK","72799F",2011,2,2,5.9,2.95,1,"C",2,15,6.33333333333333,1.09861228866811
"IVORY PILLAR CANDLE GOLD FLOCK","72799F",2011,3,24,61.2,2.55,1,"C",2,2,9.33333333333333,3.2188758248682
"IVORY PILLAR CANDLE GOLD FLOCK","72799F",2011,6,18,53.1,2.95,1,"C",24,2,14.6666666666667,2.94443897916644
"IVORY PILLAR CANDLE GOLD FLOCK","72799F",2011,8,12,35.4,2.95,1,"C",18,24,18,2.56494935746154
"IVORY PILLAR CANDLE GOLD FLOCK","72799F",2011,9,24,70.8,2.95,3,"C",12,18,18,3.2188758248682
"IVORY PILLAR CANDLE GOLD FLOCK","72799F",2011,10,14,41.3,2.95,3,"C",24,12,16.6666666666667,2.70805020110221
"IVORY PILLAR CANDLE GOLD FLOCK","72799F",2011,11,16,47.2,2.95,3,"C",14,24,18,2.83321334405622
"IVORY PILLAR CANDLE SILVER FLOCK","72799E",2011,3,1,2.95,2.95,1,"B",10,37,16,0.693147180559945
"IVORY PILLAR CANDLE SILVER FLOCK","72799E",2011,4,6,17.7,2.95,2,"B",1,10,5.66666666666667,1.94591014905531
"IVORY PILLAR CANDLE SILVER FLOCK","72799E",2011,5,13,38.35,2.95,2,"B",6,1,6.66666666666667,2.63905732961526
"IVORY PILLAR CANDLE SILVER FLOCK","72799E",2011,6,18,53.1,2.95,1,"B",13,6,12.3333333333333,2.94443897916644
"IVORY PILLAR CANDLE SILVER FLOCK","72799E",2011,8,12,35.4,2.95,1,"B",18,13,14.3333333333333,2.56494935746154
"IVORY PILLAR CANDLE SILVER FLOCK","72799E",2011,9,21,61.95,2.95,3,"B",12,18,17,3.09104245335832
"IVORY PILLAR CANDLE SILVER FLOCK","72799E",2011,10,39,115.05,2.95,8,"B",21,12,24,3.68887945411394
"IVORY PILLAR CANDLE SILVER FLOCK","72799E",2011,11,35,103.25,2.95,10,"B",39,21,31.6666666666667,3.58351893845611
"IVORY PILLAR CANDLE SILVER FLOCK","72799E",2011,12,201,158.79,0.79,9,"B",35,39,91.6666666666667,5.30826769740121
"IVORY REFECTORY CLOCK","23315",2011,8,48,456,9.86,20,"B",42,5,31.6666666666667,3.89182029811063
"IVORY REFECTORY CLOCK","23315",2011,9,38,327.7,9.5,8,"B",48,42,42.6666666666667,3.66356164612965
"IVORY REFECTORY CLOCK","23315",2011,10,24,238.8,9.95,12,"B",38,48,36.6666666666667,3.2188758248682
"IVORY REFECTORY CLOCK","23315",2011,11,40,376.4,9.8,12,"B",24,38,34,3.71357206670431
"IVORY REFECTORY CLOCK","23315",2011,12,5,49.75,9.95,3,"B",40,24,23,1.79175946922805
"IVORY SCULPTED RND CANDLE","72709",2011,3,9,7.65,0.85,1,"C",3,18,10,2.30258509299405
"IVORY SCULPTED RND CANDLE","72709",2011,4,9,7.65,0.85,1,"C",9,3,7,2.30258509299405
"IVORY SCULPTED RND CANDLE","72709",2011,7,1,0.85,0.85,1,"C",9,9,6.33333333333333,0.693147180559945
"IVORY SCULPTED RND CANDLE","72709",2011,11,4,3.4,0.85,1,"C",1,9,4.66666666666667,1.6094379124341
"IVORY SHELL HEART NECKLACE","90032",2011,2,2,12.5,6.25,1,"C",1,4,2.33333333333333,1.09861228866811
"IVORY SHELL HEART NECKLACE","90032",2011,4,1,6.25,6.25,1,"C",2,1,1.33333333333333,0.693147180559945
"IVORY SHELL HEART NECKLACE","90032",2011,5,2,12.5,6.25,1,"C",1,2,1.66666666666667,1.09861228866811
"IVORY SHELL HEART NECKLACE","90032",2011,10,9,28.17,3.13,1,"C",2,1,4,2.30258509299405
"IVORY STRING CURTAIN WITH POLE","35637A",2011,6,2,11.9,5.95,1,"C",2,6,3.33333333333333,1.09861228866811
"IVORY STRING CURTAIN WITH POLE","35637A",2011,7,12,23.4,1.95,2,"C",2,2,5.33333333333333,2.56494935746154
"IVORY STRING CURTAIN WITH POLE","35637A",2011,8,86,167.7,1.95,3,"C",12,2,33.3333333333333,4.46590811865458
"IVORY STRING CURTAIN WITH POLE","35637A",2011,9,42,81.9,1.95,6,"C",86,12,46.6666666666667,3.76120011569356
"IVORY STRING CURTAIN WITH POLE","35637A",2011,10,9,17.55,1.95,4,"C",42,86,45.6666666666667,2.30258509299405
"IVORY STRING CURTAIN WITH POLE","35637A",2011,11,7,13.65,1.95,5,"C",9,42,19.3333333333333,2.07944154167984
"IVORY SWEETHEART SOAP DISH","23150",2011,6,8,19.92,2.49,2,"C",25,5,12.6666666666667,2.19722457733622
"IVORY SWEETHEART SOAP DISH","23150",2011,7,9,22.41,2.49,4,"C",8,25,14,2.30258509299405
"IVORY SWEETHEART SOAP DISH","23150",2011,8,25,62.25,2.49,6,"C",9,8,14,3.25809653802148
"IVORY SWEETHEART SOAP DISH","23150",2011,9,15,37.35,2.49,4,"C",25,9,16.3333333333333,2.77258872223978
"IVORY SWEETHEART SOAP DISH","23150",2011,10,13,32.37,2.49,7,"C",15,25,17.6666666666667,2.63905732961526
"IVORY SWEETHEART SOAP DISH","23150",2011,11,25,62.25,2.49,6,"C",13,15,17.6666666666667,3.25809653802148
"IVORY SWEETHEART SOAP DISH","23150",2011,12,14,34.86,2.49,2,"C",25,13,17.3333333333333,2.70805020110221
"IVORY SWEETHEART WIRE LETTER RACK","23152",2011,6,58,217.5,3.75,19,"B",127,37,74,4.07753744390572
"IVORY SWEETHEART WIRE LETTER RACK","23152",2011,7,45,168.75,3.75,17,"B",58,127,76.6666666666667,3.8286413964891
"IVORY SWEETHEART WIRE LETTER RACK","23152",2011,8,78,292.5,3.75,23,"B",45,58,60.3333333333333,4.36944785246702
"IVORY SWEETHEART WIRE LETTER RACK","23152",2011,9,103,368.97,3.726,15,"B",78,45,75.3333333333333,4.64439089914137
"IVORY SWEETHEART WIRE LETTER RACK","23152",2011,10,55,206.25,3.75,22,"B",103,78,78.6666666666667,4.02535169073515
"IVORY SWEETHEART WIRE LETTER RACK","23152",2011,11,35,131.25,3.75,11,"B",55,103,64.3333333333333,3.58351893845611
"IVORY SWEETHEART WIRE LETTER RACK","23152",2011,12,3,11.25,3.75,2,"B",35,55,31,1.38629436111989
"IVORY WICKER HEART LARGE","23332",2011,10,460,759,1.65,68,"A",517,312,429.666666666667,6.13339804299665
"IVORY WICKER HEART LARGE","23332",2011,11,534,881.1,1.65,89,"A",460,517,503.666666666667,6.28226674689601
"IVORY WICKER HEART LARGE","23332",2011,12,156,257.4,1.65,17,"A",534,460,383.333333333333,5.05624580534831
"IVORY WICKER HEART MEDIUM","23333",2011,10,367,458.75,1.25,44,"B",474,294,378.333333333333,5.90808293816893
"IVORY WICKER HEART MEDIUM","23333",2011,11,768,960,1.25,90,"B",367,474,536.333333333333,6.64509096950564
"IVORY WICKER HEART MEDIUM","23333",2011,12,106,132.5,1.25,12,"B",768,367,413.666666666667,4.67282883446191
"IVORY WICKER HEART SMALL","23334",2011,10,311,195.93,0.63,18,"B",793,498,534,5.74300318780948
"IVORY WICKER HEART SMALL","23334",2011,11,475,299.25,0.63,32,"B",311,793,526.333333333333,6.16541785423142
"IVORY WICKER HEART SMALL","23334",2011,12,77,48.51,0.63,8,"B",475,311,287.666666666667,4.35670882668959
"IVORY WIRE KITCHEN ORGANISER","23142",2011,6,14,136.85,10.1916666666667,6,"B",71,3,29.3333333333333,2.70805020110221
"IVORY WIRE KITCHEN ORGANISER","23142",2011,7,7,72.8,10.4,2,"B",14,71,30.6666666666667,2.07944154167984
"IVORY WIRE KITCHEN ORGANISER","23142",2011,8,9,93.6,10.4,7,"B",7,14,10,2.30258509299405
"IVORY WIRE KITCHEN ORGANISER","23142",2011,9,5,52,10.4,4,"B",9,7,7,1.79175946922805
"IVORY WIRE KITCHEN ORGANISER","23142",2011,10,5,52,10.4,2,"B",5,9,6.33333333333333,1.79175946922805
"IVORY WIRE KITCHEN ORGANISER","23142",2011,11,2,20.8,10.4,2,"B",5,5,4,1.09861228866811
"IVORY WIRE SWEETHEART LETTER TRAY","23136",2011,6,18,63.82,3.67333333333333,6,"C",15,25,19.3333333333333,2.94443897916644
"IVORY WIRE SWEETHEART LETTER TRAY","23136",2011,7,9,33.75,3.75,3,"C",18,15,14,2.30258509299405
"IVORY WIRE SWEETHEART LETTER TRAY","23136",2011,8,22,82.5,3.75,8,"C",9,18,16.3333333333333,3.13549421592915
"IVORY WIRE SWEETHEART LETTER TRAY","23136",2011,9,10,37.5,3.75,3,"C",22,9,13.6666666666667,2.39789527279837
"IVORY WIRE SWEETHEART LETTER TRAY","23136",2011,10,11,41.25,3.75,4,"C",10,22,14.3333333333333,2.484906649788
"IVORY WIRE SWEETHEART LETTER TRAY","23136",2011,11,6,22.5,3.75,5,"C",11,10,9,1.94591014905531
"IVORY WIRE SWEETHEART LETTER TRAY","23136",2011,12,11,41.25,3.75,2,"C",6,11,9.33333333333333,2.484906649788
"IVY HEART WREATH","21349",2011,11,1,6.75,6.75,1,"C",5,6,4,0.693147180559945
"JADE DROP EARRINGS W FILIGREE","90192",2011,7,1,4.95,4.95,1,"C",5,3,3,0.693147180559945
"JADE DROP EARRINGS W FILIGREE","90192",2011,9,6,29.7,4.95,2,"C",1,5,4,1.94591014905531
"JADE DROP EARRINGS W FILIGREE","90192",2011,10,4,19.8,4.95,1,"C",6,1,3.66666666666667,1.6094379124341
"JADE DROP EARRINGS W FILIGREE","90192",2011,11,2,9.9,4.95,1,"C",4,6,4,1.09861228866811
"JADE DROP EARRINGS W FILIGREE","90192",2011,12,2,9.9,4.95,1,"C",2,4,2.66666666666667,1.09861228866811
"JAM CLOCK MAGNET","23178",2011,5,17,49.13,2.89,4,"B",28,130,58.3333333333333,2.89037175789616
"JAM CLOCK MAGNET","23178",2011,6,3,8.67,2.89,2,"B",17,28,16,1.38629436111989
"JAM CLOCK MAGNET","23178",2011,7,31,89.59,2.89,6,"B",3,17,17,3.46573590279973
"JAM CLOCK MAGNET","23178",2011,8,14,40.46,2.89,3,"B",31,3,16,2.70805020110221
"JAM CLOCK MAGNET","23178",2011,9,28,81.42,3.39,5,"B",14,31,24.3333333333333,3.36729582998647
"JAM CLOCK MAGNET","23178",2011,10,15,43.35,2.89,4,"B",28,14,19,2.77258872223978
"JAM CLOCK MAGNET","23178",2011,11,27,78.03,2.89,6,"B",15,28,23.3333333333333,3.3322045101752
"JAM CLOCK MAGNET","23178",2011,12,16,20,1.25,3,"B",27,15,19.3333333333333,2.83321334405622
"JAM JAR WITH GREEN LID","22963",2011,2,435,332.31,0.834705882352941,17,"B",322,415,390.666666666667,6.07764224334903
"JAM JAR WITH GREEN LID","22963",2011,3,456,350.16,0.827391304347826,23,"B",435,322,404.333333333333,6.12468339089421
"JAM JAR WITH GREEN LID","22963",2011,4,251,207.11,0.844347826086956,23,"B",456,435,380.666666666667,5.52942908751142
"JAM JAR WITH GREEN LID","22963",2011,5,216,177.36,0.841333333333333,15,"B",251,456,307.666666666667,5.37989735354046
"JAM JAR WITH GREEN LID","22963",2011,6,88,74.8,0.85,12,"B",216,251,185,4.48863636973214
"JAM JAR WITH GREEN LID","22963",2011,7,128,102.56,0.837,10,"B",88,216,144,4.85981240436167
"JAM JAR WITH GREEN LID","22963",2011,8,112,95.2,0.85,13,"B",128,88,109.333333333333,4.72738781871234
"JAM JAR WITH GREEN LID","22963",2011,9,205,160.21,0.82,13,"B",112,128,148.333333333333,5.32787616878958
"JAM JAR WITH GREEN LID","22963",2011,10,251,211.01,0.8825,20,"B",205,112,189.333333333333,5.52942908751142
"JAM JAR WITH GREEN LID","22963",2011,11,143,116.87,0.9,13,"B",251,205,199.666666666667,4.969813299576
"JAM JAR WITH GREEN LID","22963",2011,12,24,20.4,0.85,2,"B",143,251,139.333333333333,3.2188758248682
"JAM JAR WITH PINK LID","22962",2011,2,602,455.54,0.835555555555555,18,"A",424,473,499.666666666667,6.40191719672719
"JAM JAR WITH PINK LID","22962",2011,3,566,437.42,0.827586206896552,29,"A",602,424,530.666666666667,6.34035930372775
"JAM JAR WITH PINK LID","22962",2011,4,248,204.56,0.8448,25,"A",566,602,472,5.51745289646471
"JAM JAR WITH PINK LID","22962",2011,5,212,173.96,0.841333333333333,15,"A",248,566,342,5.36129216570943
"JAM JAR WITH PINK LID","22962",2011,6,162,137.7,0.85,20,"A",212,248,207.333333333333,5.09375020080676
"JAM JAR WITH PINK LID","22962",2011,7,164,133.16,0.84,13,"A",162,212,179.333333333333,5.10594547390058
"JAM JAR WITH PINK LID","22962",2011,8,69,58.65,0.85,7,"A",164,162,131.666666666667,4.24849524204936
"JAM JAR WITH PINK LID","22962",2011,9,153,128.49,0.841333333333333,15,"A",69,164,128.666666666667,5.03695260241363
"JAM JAR WITH PINK LID","22962",2011,10,277,233.11,0.878260869565217,23,"A",153,69,166.333333333333,5.62762111369064
"JAM JAR WITH PINK LID","22962",2011,11,288,228.42,0.870526315789474,19,"A",277,153,239.333333333333,5.66642668811243
"JAM JAR WITH PINK LID","22962",2011,12,37,31.45,0.85,4,"A",288,277,200.666666666667,3.63758615972639
"JAM MAKING SET PRINTED","22961",2011,2,1090,1522.9,1.44178082191781,73,"A",1435,1458,1327.66666666667,6.99484998583307
"JAM MAKING SET PRINTED","22961",2011,3,1543,2160.55,1.44148936170213,94,"A",1090,1435,1356,7.34213173058472
"JAM MAKING SET PRINTED","22961",2011,4,175,253.75,1.45,20,"A",1543,1090,936,5.17048399503815
"JAM MAKING SET PRINTED","22961",2011,5,877,1214.05,1.43723404255319,47,"A",175,1543,865,6.77764659363512
"JAM MAKING SET PRINTED","22961",2011,6,770,1116.5,1.45,67,"A",877,175,607.333333333333,6.64768837356333
"JAM MAKING SET PRINTED","22961",2011,7,1166,1671.5,1.44692307692308,65,"A",770,877,937.666666666667,7.06219163228656
"JAM MAKING SET PRINTED","22961",2011,8,1381,1848.85,1.43461538461538,65,"A",1166,770,1105.66666666667,7.23128700432762
"JAM MAKING SET PRINTED","22961",2011,9,1567,2209.51,1.51905263157895,95,"A",1381,1166,1371.33333333333,7.35755620091035
"JAM MAKING SET PRINTED","22961",2011,10,1508,2108.2,1.56830985915493,71,"A",1567,1381,1485.33333333333,7.31920245876785
"JAM MAKING SET PRINTED","22961",2011,11,1202,1778.34,1.54371428571429,69,"A",1508,1567,1425.66666666667,7.09257371597468
"JAM MAKING SET PRINTED","22961",2011,12,867,1241.35,1.52695652173913,23,"A",1202,1508,1192.33333333333,6.76619171466035
"JAM MAKING SET WITH JARS","22960",2011,2,652,2576,4.11805555555556,72,"A",662,511,608.333333333333,6.48157712927643
"JAM MAKING SET WITH JARS","22960",2011,3,966,3802.5,4.10981308411215,106,"A",652,662,760,6.87419849545329
"JAM MAKING SET WITH JARS","22960",2011,4,494,2021.5,4.19117647058824,68,"A",966,652,704,6.20455776256869
"JAM MAKING SET WITH JARS","22960",2011,5,480,1876.08,4.13293103448276,58,"A",494,966,646.666666666667,6.17586727010576
"JAM MAKING SET WITH JARS","22960",2011,6,447,1801.75,4.16269841269841,63,"A",480,494,473.666666666667,6.10479323241498
"JAM MAKING SET WITH JARS","22960",2011,7,841,3346.25,4.10087719298246,57,"A",447,480,589.333333333333,6.73578001424233
"JAM MAKING SET WITH JARS","22960",2011,8,492,2117.5,4.15568181818182,44,"A",841,447,593.333333333333,6.20050917404269
"JAM MAKING SET WITH JARS","22960",2011,9,830,3234.62,4.2662962962963,81,"A",492,841,721,6.72262979485545
"JAM MAKING SET WITH JARS","22960",2011,10,628,2540.48,4.27539473684211,76,"A",830,492,650,6.44413125670044
"JAM MAKING SET WITH JARS","22960",2011,11,933,3808.09,4.3325974025974,77,"A",628,830,797,6.83947643822884
"JAM MAKING SET WITH JARS","22960",2011,12,204,824.2,4.31695652173913,23,"A",933,628,588.333333333333,5.32300997913841
"JARDIN ETCHED GLASS CHEESE DISH","85144",2011,3,11,74.45,6.19,5,"C",5,13,9.66666666666667,2.484906649788
"JARDIN ETCHED GLASS CHEESE DISH","85144",2011,4,124,241.8,1.95,22,"C",11,5,46.6666666666667,4.8283137373023
"JARDIN ETCHED GLASS CHEESE DISH","85144",2011,5,66,128.7,1.95,2,"C",124,11,67,4.20469261939097
"JARDIN ETCHED GLASS FRUITBOWL","85141",2011,2,1,10.75,10.75,1,"C",14,2,5.66666666666667,0.693147180559945
"JARDIN ETCHED GLASS FRUITBOWL","85141",2011,3,8,79.2,9.61666666666667,6,"C",1,14,7.66666666666667,2.19722457733622
"JARDIN ETCHED GLASS FRUITBOWL","85141",2011,4,43,169.85,3.95,11,"C",8,1,17.3333333333333,3.78418963391826
"JARDIN ETCHED GLASS FRUITBOWL","85141",2011,5,47,185.65,3.95,15,"C",43,8,32.6666666666667,3.87120101090789
"JARDIN ETCHED GLASS FRUITBOWL","85141",2011,6,4,15.8,3.95,1,"C",47,43,31.3333333333333,1.6094379124341
"JARDIN ETCHED GLASS SMALL BELL JAR","85146",2011,2,1,5.95,5.95,1,"C",4,12,5.66666666666667,0.693147180559945
"JARDIN ETCHED GLASS SMALL BELL JAR","85146",2011,3,2,11.9,5.95,1,"C",1,4,2.33333333333333,1.09861228866811
"JARDIN ETCHED GLASS SMALL BELL JAR","85146",2011,4,24,46.8,1.95,4,"C",2,1,9,3.2188758248682
"JASMINE VOTIVE CANDLE","85230F",2011,2,24,6.96,0.29,1,"C",120,120,88,3.2188758248682
"JASMINE VOTIVE CANDLE","85230F",2011,4,2,0.58,0.29,1,"C",24,120,48.6666666666667,1.09861228866811
"JASMINE VOTIVE CANDLE","85230F",2011,8,24,6.96,0.29,1,"C",2,24,16.6666666666667,3.2188758248682
"JASMINE VOTIVE CANDLE","85230F",2011,9,24,6.96,0.29,1,"C",24,2,16.6666666666667,3.2188758248682
"JASMINE VOTIVE CANDLE","85230F",2011,11,24,6.96,0.29,1,"C",24,24,24,3.2188758248682
"JAZZ HEARTS ADDRESS BOOK","20996",2011,2,43,18.06,0.42,5,"C",56,15,38,3.78418963391826
